"reward","assignmentid","workerid","assignmentaccepttime","assignmentsubmittime","response","confidence","trivialArgument","argtype","qnumber","property","p1animal","p2animal","cows","chimps","gorillas","mice","squirrels","elephants","seals","rhinos","dolphins","horses","mammals","animals","modal","rt","premisecode","language"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","accept",4,"false","contingent",11,"require trace amounts of magnesium for reproduction","gorillas","seals",0,0,1,0,0,0,1,0,0,0,0,0,"possible",7328,"pc001000100000","English"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","accept",4,"true","inclusion",12,"continuously shed their outer keratin layer","mice","mammals",0,0,0,1,0,0,0,0,0,0,1,0,"probable",12358,"pc000100000010","English"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","reject",3,"false","contingent",13,"have a high potassium concentration in their blood","chimps","squirrels",0,1,0,0,1,0,0,0,0,0,0,0,"none",7765,"pc010010000000","English"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","reject",3,"false","contingent",14,"have blood salinity which declines from infancy to maturity","dolphins","elephants",0,0,0,0,0,1,0,0,1,0,0,0,"certain",7546,"pc000001001000","English"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","reject",4,"false","contingent",15,"use norephinephrine as a regulator of sexual drive","dolphins","squirrels",0,0,0,0,1,0,0,0,1,0,0,0,"necessary",11921,"pc000010001000","English"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","accept",4,"false","contingent",16,"require vitamin K for their livers to function","rhinos","gorillas",0,0,1,0,0,0,0,1,0,0,0,0,"plausible",8030,"pc001000010000","English"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","accept",5,"true","identity",17,"require oxydilic acid for good digestion","horses","seals",0,0,0,0,0,0,1,0,0,1,0,0,"probable",7500,"pc000000100100","English"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","reject",5,"false","contingent",19,"have an ulnar artery","chimps","mice",0,1,0,1,0,0,0,0,0,0,0,0,"none",12233,"pc010100000000","English"
"$0.50","2Z5OBDDP8PJWRMF2RMDB8Q3AERRF4G","A141MG9JEM64BI","Thu Jan 05 12:27:15 PST 2012","Thu Jan 05 12:32:18 PST 2012","accept",4,"false","contingent",20,"use enzyme B-32 to digest food","mice","dolphins",0,0,0,1,0,0,0,0,1,0,0,0,"likely",36060,"pc000100001000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"false","contingent",0,"become disoriented and motionless when exposed to high ozone levels","dolphins","squirrels",0,0,0,0,1,0,0,0,1,0,0,0,"none",45344,"pc000010001000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"false","contingent",1,"have a high potassium concentration in their blood","gorillas","mice",0,0,1,1,0,0,0,0,0,0,0,0,"probable",15599,"pc001100000000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",3,"false","contingent",2,"have enzyme X132 in their bloodstreams","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"certain",19116,"pc110000000000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",4,"false","contingent",3,"have a tympanic membrane in their inner ears","elephants","seals",0,0,0,0,0,1,1,0,0,0,0,0,"plausible",17841,"pc000001100000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"true","identity",4,"continuously shed their outer keratin layer","horses","squirrels",0,0,0,0,1,0,0,0,0,1,0,0,"possible",27340,"pc000010000100","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","reject",3,"false","contingent",5,"have a right aortic arch","rhinos","seals",0,0,0,0,0,0,1,1,0,0,0,0,"necessary",24225,"pc000000110000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",3,"true","inclusion",6,"use adipose tissue to synthesize triacylglycerols","gorillas","mammals",0,0,1,0,0,0,0,0,0,0,1,0,"likely",20952,"pc001000000010","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",4,"false","contingent",7,"secrete uric acid crystals","mice","dolphins",0,0,0,1,0,0,0,0,1,0,0,0,"possible",12775,"pc000100001000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"false","contingent",8,"have seasmoid bones","elephants","cows",1,0,0,0,0,1,0,0,0,0,0,0,"plausible",17981,"pc100001000000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"false","contingent",9,"require vitamin K for their livers to function","rhinos","cows",1,0,0,0,0,0,0,1,0,0,0,0,"probable",12095,"pc100000010000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"false","contingent",10,"have iron sulfate in their blood","elephants","dolphins",0,0,0,0,0,1,0,0,1,0,0,0,"likely",12727,"pc000001001000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"false","contingent",11,"require oxydilic acid for good digestion","squirrels","chimps",0,1,0,0,1,0,0,0,0,0,0,0,"necessary",15288,"pc010010000000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"false","contingent",12,"require biotin for hemoglobin synthesis","gorillas","mice",0,0,1,1,0,0,0,0,0,0,0,0,"none",14940,"pc001100000000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","reject",3,"false","contingent",13,"have a blood PH of 7.9","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"certain",16208,"pc000000101000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"true","identity",14,"use enzyme B-32 to digest food","horses","squirrels",0,0,0,0,1,0,0,0,0,1,0,0,"probable",15837,"pc000010000100","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",4,"false","contingent",15,"have an ulnar artery","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"likely",14824,"pc110000000000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",3,"false","contingent",16,"use acetylcholine as a neurotransmitter","elephants","rhinos",0,0,0,0,0,1,0,1,0,0,0,0,"none",25822,"pc000001010000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"false","contingent",17,"require trace amounts of magnesium for reproduction","gorillas","mice",0,0,1,1,0,0,0,0,0,0,0,0,"possible",16791,"pc001100000000","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",5,"true","inclusion",19,"use seratonin as a neurotransmitter","squirrels","animals",0,0,0,0,1,0,0,0,0,0,0,1,"certain",16956,"pc000010000001","English"
"$0.50","2JXSW6NG1FS3UQP8UN61KZS00T7XJA","A2VE1TQ24ONOQL","Thu Jan 05 11:38:07 PST 2012","Thu Jan 05 11:46:18 PST 2012","accept",4,"false","contingent",20,"have blood salinity which declines from infancy to maturity","dolphins","cows",1,0,0,0,0,0,0,0,1,0,0,0,"plausible",18825,"pc100000001000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","reject",4,"false","contingent",0,"use acetylcholine as a neurotransmitter","rhinos","elephants",0,0,0,0,0,1,0,1,0,0,0,0,"possible",19833,"pc000001010000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","reject",4,"false","contingent",1,"require biotin for hemoglobin synthesis","mice","dolphins",0,0,0,1,0,0,0,0,1,0,0,0,"none",13675,"pc000100001000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","reject",4,"false","contingent",2,"have seasmoid bones","seals","squirrels",0,0,0,0,1,0,1,0,0,0,0,0,"plausible",22874,"pc000010100000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",3,"have a blood PH of 7.9","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"necessary",13851,"pc110000000000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",5,"true","identity",4,"use adipose tissue to synthesize triacylglycerols","horses","dolphins",0,0,0,0,0,0,0,0,1,1,0,0,"likely",21833,"pc000000001100","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",5,"true","inclusion",5,"use enzyme B-32 to digest food","chimps","mammals",0,1,0,0,0,0,0,0,0,0,1,0,"certain",8848,"pc010000000010","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","reject",4,"false","contingent",6,"require oxydilic acid for good digestion","gorillas","squirrels",0,0,1,0,1,0,0,0,0,0,0,0,"probable",11118,"pc001010000000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",7,"secrete uric acid crystals","rhinos","seals",0,0,0,0,0,0,1,1,0,0,0,0,"probable",9910,"pc000000110000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",8,"have enzyme X132 in their bloodstreams","elephants","cows",1,0,0,0,0,1,0,0,0,0,0,0,"necessary",15423,"pc100001000000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",9,"have a high potassium concentration in their blood","cows","mice",1,0,0,1,0,0,0,0,0,0,0,0,"certain",9022,"pc100100000000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",5,"false","contingent",10,"require vitamin K for their livers to function","dolphins","rhinos",0,0,0,0,0,0,0,1,1,0,0,0,"possible",7992,"pc000000011000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",5,"true","identity",11,"require trace amounts of magnesium for reproduction","horses","chimps",0,1,0,0,0,0,0,0,0,1,0,0,"none",9719,"pc010000000100","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","reject",4,"false","contingent",12,"have a right aortic arch","gorillas","seals",0,0,1,0,0,0,1,0,0,0,0,0,"plausible",10737,"pc001000100000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",13,"use norephinephrine as a regulator of sexual drive","elephants","squirrels",0,0,0,0,1,1,0,0,0,0,0,0,"likely",23802,"pc000011000000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",14,"have blood salinity which declines from infancy to maturity","chimps","dolphins",0,1,0,0,0,0,0,0,1,0,0,0,"plausible",14204,"pc010000001000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",15,"have a tympanic membrane in their inner ears","mice","rhinos",0,0,0,1,0,0,0,1,0,0,0,0,"necessary",12036,"pc000100010000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",16,"have iron sulfate in their blood","cows","gorillas",1,0,1,0,0,0,0,0,0,0,0,0,"possible",8871,"pc101000000000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"false","contingent",17,"become disoriented and motionless when exposed to high ozone levels","squirrels","seals",0,0,0,0,1,0,1,0,0,0,0,0,"certain",14295,"pc000010100000","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","accept",4,"true","inclusion",19,"continuously shed their outer keratin layer","elephants","mammals",0,0,0,0,0,1,0,0,0,0,1,0,"none",15323,"pc000001000010","English"
"$0.50","2BUA1QP6AUC2D5IVQ2SX8V0GZRO07D","A1XS8QJVXX7WID","Thu Jan 05 11:40:11 PST 2012","Thu Jan 05 11:46:13 PST 2012","reject",4,"false","contingent",20,"use seratonin as a neurotransmitter","gorillas","squirrels",0,0,1,0,1,0,0,0,0,0,0,0,"likely",11561,"pc001010000000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",5,"false","contingent",0,"require oxydilic acid for good digestion","gorillas","cows",1,0,1,0,0,0,0,0,0,0,0,0,"possible",15372,"pc101000000000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",5,"false","contingent",1,"have iron sulfate in their blood","chimps","dolphins",0,1,0,0,0,0,0,0,1,0,0,0,"necessary",12902,"pc010000001000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",5,"true","identity",2,"require vitamin K for their livers to function","mice","horses",0,0,0,1,0,0,0,0,0,1,0,0,"likely",14271,"pc000100000100","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",2,"false","contingent",3,"have seasmoid bones","seals","elephants",0,0,0,0,0,1,1,0,0,0,0,0,"plausible",12638,"pc000001100000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",4,"false","contingent",4,"have an ulnar artery","squirrels","rhinos",0,0,0,0,1,0,0,1,0,0,0,0,"certain",7705,"pc000010010000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",4,"false","contingent",5,"use norephinephrine as a regulator of sexual drive","dolphins","chimps",0,1,0,0,0,0,0,0,1,0,0,0,"none",11242,"pc010000001000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",3,"false","contingent",6,"have a right aortic arch","seals","squirrels",0,0,0,0,1,0,1,0,0,0,0,0,"probable",9152,"pc000010100000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",5,"true","inclusion",7,"have blood salinity which declines from infancy to maturity","animals","mice",0,0,0,1,0,0,0,0,0,0,0,1,"certain",10854,"pc000100000001","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",4,"false","contingent",8,"become disoriented and motionless when exposed to high ozone levels","elephants","cows",1,0,0,0,0,1,0,0,0,0,0,0,"probable",10390,"pc100001000000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",4,"false","contingent",9,"have enzyme X132 in their bloodstreams","rhinos","gorillas",0,0,1,0,0,0,0,1,0,0,0,0,"likely",9383,"pc001000010000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",3,"false","contingent",10,"use adipose tissue to synthesize triacylglycerols","seals","mice",0,0,0,1,0,0,1,0,0,0,0,0,"necessary",11671,"pc000100100000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",3,"false","contingent",11,"secrete uric acid crystals","dolphins","elephants",0,0,0,0,0,1,0,0,1,0,0,0,"plausible",10290,"pc000001001000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",4,"false","contingent",12,"use acetylcholine as a neurotransmitter","chimps","cows",1,1,0,0,0,0,0,0,0,0,0,0,"possible",8599,"pc110000000000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",4,"false","contingent",13,"use enzyme B-32 to digest food","gorillas","squirrels",0,0,1,0,1,0,0,0,0,0,0,0,"none",7095,"pc001010000000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",5,"true","inclusion",14,"have a tympanic membrane in their inner ears","mammals","cows",1,0,0,0,0,0,0,0,0,0,1,0,"certain",9534,"pc100000000010","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",4,"false","contingent",15,"continuously shed their outer keratin layer","gorillas","chimps",0,1,1,0,0,0,0,0,0,0,0,0,"necessary",8375,"pc011000000000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",3,"false","contingent",16,"have a blood PH of 7.9","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"none",9674,"pc000010010000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",3,"false","contingent",17,"require biotin for hemoglobin synthesis","seals","dolphins",0,0,0,0,0,0,1,0,1,0,0,0,"probable",7881,"pc000000101000","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",5,"true","identity",19,"have a high potassium concentration in their blood","horses","rhinos",0,0,0,0,0,0,0,1,0,1,0,0,"plausible",8974,"pc000000010100","English"
"$0.50","2EYUXFCD45XCLLP2BCKKNN3UVGKXV1","A1U31SVZSX98NN","Thu Jan 05 12:58:23 PST 2012","Thu Jan 05 13:21:41 PST 2012","accept",4,"false","contingent",20,"use seratonin as a neurotransmitter","gorillas","dolphins",0,0,1,0,0,0,0,0,1,0,0,0,"possible",7152,"pc001000001000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","reject",4,"false","contingent",0,"have a blood PH of 7.9","chimps","gorillas",0,1,1,0,0,0,0,0,0,0,0,0,"necessary",10270,"pc011000000000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",3,"false","contingent",1,"have blood salinity which declines from infancy to maturity","cows","mice",1,0,0,1,0,0,0,0,0,0,0,0,"probable",6698,"pc100100000000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",4,"false","contingent",2,"use enzyme B-32 to digest food","squirrels","seals",0,0,0,0,1,0,1,0,0,0,0,0,"possible",5512,"pc000010100000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","reject",3,"false","contingent",3,"become disoriented and motionless when exposed to high ozone levels","rhinos","dolphins",0,0,0,0,0,0,0,1,1,0,0,0,"certain",9309,"pc000000011000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",5,"false","contingent",4,"have a right aortic arch","dolphins","rhinos",0,0,0,0,0,0,0,1,1,0,0,0,"plausible",5136,"pc000000011000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",5,"false","contingent",5,"require oxydilic acid for good digestion","cows","elephants",1,0,0,0,0,1,0,0,0,0,0,0,"likely",8928,"pc100001000000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",3,"false","contingent",6,"require biotin for hemoglobin synthesis","mice","chimps",0,1,0,1,0,0,0,0,0,0,0,0,"none",7349,"pc010100000000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",4,"false","contingent",7,"secrete uric acid crystals","squirrels","seals",0,0,0,0,1,0,1,0,0,0,0,0,"plausible",4238,"pc000010100000","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",5,"true","identity",8,"require trace amounts of magnesium for reproduction","mice","horses",0,0,0,1,0,0,0,0,0,1,0,0,"possible",8183,"pc000100000100","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",5,"true","inclusion",9,"use norephinephrine as a regulator of sexual drive","cows","animals",1,0,0,0,0,0,0,0,0,0,0,1,"certain",4977,"pc100000000001","English"
"$0.50","2V7395SW6NG1MK5CHCAB3F1GEJHUGJ","A1NLYUMFO1VP6F","Thu Jan 05 13:14:59 PST 2012","Thu Jan 05 13:17:26 PST 2012","accept",2,"false","contingent",10,"have enzyme X132 in their bloodstreams","gorillas","squirrels",0,0,1,0,1,0,0,0,0,0,0,0,"probable",6291,"pc001010000000","English"
